jG7gWkfDDkEIDDQxpkQ9ug,3
+mwVH2z7QgbYMLdrqjzrpA,1
fMaclu9MAkezYtv-L0NtaA,1
N9JUuPp3cuj5B+uo1RCp-g,3
gjOKqwLlZzGaYH08YLTZmw,5
yW613YqeF1UXh-zo81hFcg,5
tANVI-ixyllTmtbkTVwDPg,1
rufzGeSkNoSkwPMdlu5X3g,3
WxoVeq3To9VJot1n5yuvAw,3
xPeCoOuOXyMh6DNiFv0-ZA,3
xgy3mD0UvM9W5NvbO4tShQ,2
BXGWzEufR3Z6fhNx82Dtew,4
gGmz7DKXmCSJRGny1ig+PA,5
fp9KnzfyfTTdDj6aC-OUYA,2
TN-qkGH1QGjXB23Va7reDA,4
eWaibtEboNwvF-J0Q7IXbw,2
mBZLBbXWFf+X6xP8uUmMQw,1
AnfVmjfhmrsOny0Rc5HZOg,1
RctTkuCB63OxKZZIwydnsQ,4
7Q0mGcmulKTVCk6IDIGdPw,5
lNAHBKLZjZmuMhxAtUV5-w,5
NzE2EfzkbcxZctPUi6kwnQ,1
z-z8TUgVy6MUczEG9ew5Kg,5
p1Sa2ipXQ+1g1ZS4lJgIcQ,1
NWiJcRyq6vmfRuhQaIcHMw,5
WdmcOdgemL2Y0olp4HfDvA,4
sMDgp3BYaw5+rh+mKQJ8pQ,5
cZGZAwrQOJvfTiKM8Ne1kQ,3
-lAWe9JCvxNTfzOcI8Je6Q,5
hJuz4JfshOnPTgsiju1tSg,5
mfkfTbWVcaB1-0BUVBYLYQ,5
Nd3iHLWG75IjsuZ-UfobiA,1
F8QGWpBdO-uD6w6n9MDN9g,1
fMNrelm-1kOMiqn0kHATMw,1
ZSuBB7VrHIHLFt8Qf3C9kQ,4
OpFtc1OHWWk12-bcA9XR9w,1
7tP-4mb8OBfBGze86btKxA,1
VqqlgKMCkCxKOP9IE6rhyQ,5
0Vg3oxFuccC5w9TvYIcy3Q,4
XJ854UsVnUg+WjuGbH55uw,4
maZ7JsWGHEcbm+uU1s7o+Q,5
b-a6CLKt7hY0u5OZIT6wng,3
nhJcCo3JnT4My29AC8QfHA,5
-no2eWVpKkcKIPjVftcycQ,1
J-yMwiSoUgBxyCFPHYwEjw,5
CD38yw2BjoYmOpc8xztNww,1
CG2WKww-IB3K7CduRmrrdg,3
dUDIKVs707dPl8ZMnHsthA,2
H4uujNNKImASs6JR8JSFTw,4
WcZFzbDTX2wIrABvz00lKg,4
ACG7e2BqIIYy21VZJQBv7Q,2
UPpo2u7DhN+8sv0s5nHqOQ,5
Wh-06ZqU5II4S1wW0vHrOQ,4
mTnrkKq8k0t3DWRcC297+Q,5
9+GVcabb0N4wzEqsve04rw,4
VaV9LAkJVn5bRiiF39z9Nw,3
6z9-CMWu72-EliMkVvXH8w,4
C3S4udZ40dAp7T8+OLTFzA,4
ezuecKGn2CcQWdfmbOzdNw,2
NjfRIu0SZWdwIci997e+kA,4
mIXVv7kad+iiW10NEkc9cA,2
3guBWVkHyo5PhsxcA2zLOw,4
c6W7n7uaWluCmGjnTnwgDw,5
4vcyY-pvbImEjmcut0OHkg,3
pg7e-5qJ3g-8fsmD5oB0mg,5
fVAn-kkFpfRLSDwdtsf0pA,1
TpOqN7jH117mN92XI-wnMw,3
zHzJjC3yjkqxTmCltLjcOw,1
zh-ItjlKndW3DkyAArLm9g,2
UllCYLHQJTk+W0A3QWgYfw,2
f-rPaAt+ObQOZHFQmMX5xA,2
9V5FZ+nizmUQTvuqMu4GFg,2
hHOgdJvWTNaEskNVNsMDVg,5
rhW6Ethz6+RpNHBm+Ldzyw,2
wqw1oMuuv9JxsKdyMYB4iA,5
HXzJ70+Hrj2QsUxPgqzX5Q,2
lH4NVyp19PKp2WBiklpjfQ,5
LV3UgJ4u5C-sjovBBtL-7Q,1
Z5npA3I2PAxRY036WsOzBA,2
-4HIva04qiwD0tqLG4-e5w,5
MHUV2IXH8cVmsJM-9Dt+hg,4
cqdCPM2lAkdkecKQviR9kw,2
dPft7g2lbDhkes7WOvCpKA,4
6hgH2pwBpQP4OrFC4aEMtA,5
6LnwlIf8CVWocaMp1gHnDA,4
4JwUWe5XUi1dFZ1f6kw9Ug,2
7BruzzIjgM2ChfJPHhNXYw,2
HH73HgQs2MIe2VioWeIktA,2
d4Yi8du6gOoNSTsWTJ+0DQ,2
C6+D1jjXvN3+tGv8g4zFsQ,4
ogu4V2FmB9Ie9EpgKAYmxg,5
LRzHcxw3c6ZsUeMHMyk5iA,5
ihUeDUciGjkNUQD0exAyXQ,1
V2apK7k6+b69Z4DnhdDBTw,1
plooWcW4jNeMSv9tlFuzrg,5
xDLrOET1hKCQpVye69uLhw,3
VUyFzqevYqquCXZN1UeqFw,5
6NXO8KHVtJEafBvnf8WHew,5
s+R646tYF0sXZtrrJ75ZzA,1
pMWiN93E5QciTbnZmaqHjA,4
qBA7rUT-aJQHP2GQJJW2iA,5
FiWiFEOWypWy9pDFCbfM6A,1
PhIA-iew24PHXKdEmzGH-g,5
8Wi8qv5RKrgHDq33cclbag,3
wIbcUfW2Syo8bGY8cqDyxw,1
LmNrRKKcfVgk8JjSN--u8Q,3
BQem2bYppw1g8fn3gGSA3Q,5
5PrkWol+LfZiMCgvxHoyaw,2
umOMqeE7qOJ33XFKe7s-ng,3
8xbvooGB8gB9vDH518IlTg,4
G5+cSsbcSo4KT6UG8A2URw,4
qbIf0w5u8fCd9JF4DrKWuQ,3
khH3jwqxrkUNwVZWiPcqvQ,1
IN6CiySKt-J72wi8rK3lwQ,1
jZGZNARFDf6SkrB4AsYF7Q,1
-fakXG0g4b77iJPj8bKAOw,5
dIuA1tBl8NHpNAnKAYLrGQ,4
C6tth0gp1LRz+Khs+YwyAw,5
hCYCeaFEM75G5wOxLin17Q,3
wc73wQRWDHe4cGnBy+8blw,1
2xKlHOTSYDz6oIBPH66+cw,1
Zhhgvi+0upsSVZMjPCOJDw,1
b5a4kt4YwgD7tI9+C3DyQQ,3
jDPir8+sOftfDcMjqrhCfA,2
C8sK+WUl3Tw15iXMp-DcIA,4
GEqdH8Yw8hZpuh8w1CJPOw,4
2CkgPxsNTx22+E7OFzl+4w,2
HuVgpt1KCf5121jnBS-YZw,1
U2SydmPtdjf9ocnLAsos6Q,2
OVPjFXzRvrg8EY1NjyvVxA,1
Rz9kZTG-3WHaKv-yp7ZGgw,3
-6ExJ74-5eNNl3rQlgzs-g,3
IMOb-izdhlxeKxc-R-DC+A,2
LlUH-mdIx5kPfbKXU42sLQ,1
lviQ91uCpGfX220-cmvsPw,2
gRLZXyK9R0onpgW47futhQ,5
ujPWk9dzoKBPTfDEgk2HIg,4
bTryhdGv1DE8Qi4+YC0xlA,5
G+3SBXsURc8ghwqQJPoMvA,2
grFso+72UsiW27knMZFtlw,3
0dxIc3gmxLJmz6JdpliZVw,1
lXG-gmpSXNVnVWVA2ZpElw,1
fQh8A1mNLbjWb+jmWo2eNg,5
7Kw9auKEwXJtSvFnxPuSEA,5
f1EzbKzJXC9lQVly01UkVw,2
fcm18gLnVKhiNaTQunwGnA,3
+TrojUhCFHWemEEz9F1Cfg,5
mftmwJELiHwe6bWvqdS6BQ,1
s1JSnPyxnrA0hqPQoqnvZg,1
tIAellFuMQ4vBY2QhfoALg,1
2dAG7anrQYpE7d+nQ60+Kw,3
dOAmbp3Y7DYr4tPDDENyNw,3
lPoxHHMj5fY2Oj8ANFXoVQ,2
ursFCijVveveSrJZFao72Q,3
54iozLO40MaRmJ39hW7QBg,5
sIS13V2K90EWD5qW3t7rbA,5
vlmsJpJvCWGa7qyPTeIf8g,2
1ZllqwKN-88Runk3mD0Q9A,3
tUGrrPGnOYL9tMKPvH8qCw,4
4sQN4IVXLwKkEKGDP69xHg,4
kohR-VQcj4bLp3cgU8DKkQ,5
nvLxePrX3UbzmqHjJsAvMQ,3
-wkcaWCKsdR8Sn080l9LAQ,1
f0pFiifXboOLPVcguGaAJw,5
ZVtx-vZoPvyuY6QDj-NCOg,1
VZyVmYiY78FQtCJ44OJ3Bw,5
oWFEUq8a0UC9vGmIsj8skA,5
ORgWnrWvrSfJboyALmzk6g,4
MiR6KbLNgbmV66dqapV1ew,1
eQjkk7f0jdzZldSye-t1TQ,5
inJOYgqiKpqtane5nh1vDg,4
6CN16xuVPh-yRWWQd+OrKg,1
tU5dPnORwPrqKA56cCZZ1w,1
gLLbb4Uwmrxi6TKSR3DReQ,2
jqZLprGoS1Tubc7Ft6pczw,2
tyryfHIzg1y-nttmdikT2g,4
o4weB9i8DZ+CpjxFV3xvhQ,2
YCasZqoWLvH8lKjlRTt5Vw,4
gTBZYJmavO3ddc8euewTWg,1
mWJiJ4YhEo+I4WvkpA8+Og,2
ZE9VbdjzHT9hCzL0kzMB0w,5
pGDPfzIYpc9QgTtHvONKnw,2
RnAar1qkhqUocyb+kSnAXQ,3
vOTSwlBCXai3eAx8ISa2SA,1
kQ3-RcSMCYbNRMuQ7Mdztg,4
g-f4vEoJBeeYDndrIIyYZg,5
E4vY7+Vl15Fyv6m+KXdG1A,2
xpBt5OaT9Lpivk--ohbKpg,1
8R-6MtYcB-arhmE3ZnBLdQ,4
PAdoaz3AYr8nojUfOFzzig,4
OW9dpwLCdAMsJkgK+56P-A,1
Nbcr6Ob6iUEw0JNfKAcvqA,4
rtAD3Xdq25Rg7Vc4LwmG2A,1
7udesZyYEmtwXyoGgOBy8Q,2
PbEXS5BQagmcAmcnSOxl1A,5
z2Hy6oLLFH1b3xGNNhwSzg,5
5n3+1QXauyDsKyhyzGpcOQ,4
bmXmmVEmhhHiRAEuIlh2lw,5
uZ7JNBjWMPNmo9s8Ce45tw,2
nL5fvWeti3MjKt6OsOWOoA,3
x+AX7PJPxvr77y8reUSOHA,5
A1BoNKoTmTumVLiM1pboNg,1
bAYibEaX9l1Xfn8DQE-KQg,4
p+5FcwYyoUo2zp5yH3VUng,3
tocbs-XvaMOygYt0Cb99vQ,4
fOSRS0mPsNW8rD+hc07KFw,5
WEGfgkSdLwM9WZ4rOZxxaA,4
9bdxBHq6xdVVyvU8PuzIwQ,1
4HP91trT7vfRF6L4Gfay8w,1
2+a+YDEhFjxq6oT5UI0jGA,2
HM1oPnsXa5jwQ753qtcFrQ,1
J0fzZNC4ZbhMLF72ZTpdmQ,1
YjTfuaElTNjwJg9vaZCEEA,1
fdhkDUiNobfE0Xjq-BtECA,5
Sak1avgJNwKC1g7kwsZcJQ,2
PK-+Rz1b7vqFK3kWSjuCnw,1
a3xpRaSbKQFl-MB2vJEdsA,2
EdmUyurllUoE9TVHEta2pw,1
2SSVpESXxpAKqplbtdTJzQ,3
dOVBbFUfdQCFfF68mstr+A,5
2Dusjwfa8McQPRO-udWYZg,5
ZY9O2Uu8JFr2-I+nXQPmRQ,2
v6V6v1c6ufcP7dWxML1PdA,1
WItF-rRe2h8VaLHSPfACAA,1
ni-zH1iQR01s6Ek1PgKj3g,1
uQqLqBhVNyBwJjl-zGtSbA,1
Q+UPx1IR1QtjHQJWhkJdbA,4
gBgzyz9smzUib8DMyl7NjQ,4
RLNGfkdXV8YWd2vOlo6wiA,1
avMEqJYDFbjDtjly1Qswmg,1
59Qw86B1Kf9eHFMWGWsVeg,2
3BB68bV6vkDmxK3NspO6Zg,3
Qg1KP1lMCycQomkRUrsxIg,4
aoFwkfSm9f8tNxhA+Z6cEA,1
w+qjsMPwa14wCFb3Qy3rXQ,4
fOxzWvQn4lAy0N3IjFC5Ng,2
hlFhN5CX1I5arrlAUJf-Xw,5
WPtAEMP23F7IezSWj+8mCg,1
ElvziasLz-zzFnX7n9LQzw,1
i3PhFrdsuIgD3kp4hCQ1BA,2
-Fqu+iZ0AhT25PikhwsfEQ,4
qNy4MBRXYXZth0QyGQhENg,5
4cXpwk6GRCuyZw3gO2An7g,4
d57iUQ7p-ReM98KXwcNAjQ,1
5YBnevDznDCjy8PpVr4VEA,4
JkFBSmhdqSnytpBy7PSDTQ,3
F2G5FXTjrhFarcI9y2QmqA,1
2dje57ekyv7-MI87o7oHCw,1
J7YPrJgiZA57DGO2pTQI3w,2
3b5XMAMide1lRMa4hu6+cQ,1
bWxcQkg-GPMVFwVGwFBfsw,1
yWy4mJh926mOd96ysOz82A,5
l89Zi2Z8I4fpZn5aGDC1BA,5
PTmZa5et6lIwTNGA+bT49Q,2
9iP7+rPC-bWJQ9wOkbpE8w,4
6sAM185JWK9JoOx0nJt+jQ,1
7kY+dXBecFUSf8TU1NvsoQ,1
9yiQyfBItaDuKdnMCjO9Uw,1
Wo8Vekc9NP9nAN66vGLjkQ,1
xAWD0DBcrTVpA+8Ddlsf1w,5
U5F-0AynWfeL0X3wpFA4Dw,2
Z6upBRwBG1QPVN-G+wRMZQ,2
UEbexn7Sw4XLtHuBqapFtQ,2
jece6DdrgZizIjI02xAOKA,1
hK9BinGd+dwqZPvtU5Tttg,2
4Dza1VHxCfhLBiajbRsbgA,1
Gju+oDmdzGNQyu+cITaE0w,2
UVFTgVzU-bMZrE2lL7rb3A,2
nEqIzy32Vc-K10gCkw1ejw,3
RgRj3o9EqaqeqiaT+I-4RQ,5
RfsHstoV82qzFM5nFBNerQ,1
5c5ujoxHDO916hqltNYlig,1
inE5bQArJMR0-YlxsnbsDg,5
EQktp1cDu7TsQAkQHBofoA,5
8x9cOyfoYbRknJXivZKy-Q,1
Cjpn953VKTfRvxgIEKdG3A,3
H6dRP1LWHP3zEH18hXIY5Q,5
XPwkzuZVmojisTv2JowDoA,1
EHjUPyS+hLO4f-OzvrG8eA,1
2MbSQT7VZi0oC9Qmxw4oeA,3
P31mEVl7zcNXc847Uq6u8Q,3
b7dsFVW486BUns3sklAT3A,2
16oxk78iPjMGQKHjxquCDQ,5
iOw+OoKhWq9JrPYXIFCCSQ,1
bSZTao0lmqNG62W83PCTog,4
eBaxYBPEM1qQVv2IZs37+g,3
qxXnKdFvEpTzqDye584OIw,1
1VMo-QsrCRgQvn+fP8u1KA,1
KLw3O2Xzvs-2xbMRSE8ajw,2
-CmyDPSxE-iyhyZr2btZog,1
r7zxInG0s9gy4rbRVgCxnw,4
O71rt8caYK+mjUNhoaVXpQ,3
mOHv4LmQAZKD0FisboYKBQ,5
SjwYQ4ybm++wvuLXJijoNA,4
dXpGfgV1NbCd2vX6-QZxig,3
HxvQiDfBSi9jwDM2VhdLKw,1
NEQow4MNPHJdos9jB1mOZw,1
I+nFIZnJ30N4gbAi4uNdGw,3
dIpbw64fnMx3v2TD+94CZg,1
kFNiUmUFWmvE0WGzHzzcXA,5
6l1LbKSvRSIt+qGYpmL9NQ,3
OzowGNkIAYT9Z8bx+VyfvA,1
BZO-C0EJj0zMuFzQzjMQwQ,3
Ym-7+VATBdrmqW+VmX-EuQ,1
maOxfSJNtyJTHvZrvzKGjQ,1
sYeaxZunQUuMo8dq5MhHYQ,2
J4qLp7IIU78FrdB+29kNOw,3
gIDsJ86-WoWlXxpbKxwlVQ,4
zNETJU93E1J50KwS7lJ2Sw,1
hLsYomr7c7aLDpxZ6lQ9hg,2
6YQ9e3Uu3Vizlv27fEqBUQ,4
e8MnGKRbC5FTnPFsihRr8Q,1
l3nrxpCdhU51lb9mSzIyag,1
B6HC0XnrwH2uwlsEZkypjQ,5
iYrdtUnJj+YiMhqaEqlqwA,2
cPljxNg-9m-bAmb3EZ4zHw,3
HrRO0f-uwbaLgJ4UavZAgQ,4
1x-WFGRUBEQjnb4L85tjPQ,5
yPdoU4dRhMDtuVI8AMFZKw,5
Kb8gYngKe9Gzs2jcjxQ3Tg,4
pFbz5FcmeTSwimbUy3FInQ,1
d1O7pCCMWooUX5BJE9xG-A,2
F6uB+6MgBbFf4TcBdCVeaw,2
RD4OsLHXdsphiOQuTeLmow,3
mJmiU0rTASzerG+aC51U-Q,2
mWEdS3MHnm58wxR2VMbC3Q,1
8F4QNfK19bL3U-DHmFcu+g,2
RqfTuVoxQycnSEGB3jAi6w,1
YzzIRz8rY0EBrpyUKd6UqQ,2
kyfsWEt2YZVsgY6HV90VwA,5
+9tcYyOBd+yrh0bM8fmBIQ,1
ce4fbhhP9JP5wOnwTY-azA,4
xMek+X6PQr3f4AG9Yatb6g,1
mMeNIHCPYE2rKQ4KZ0CXQQ,5
008CflZZyTLnAW2ldZQVPg,5
VM1j-qVerR1AVCSlYZb27Q,4
5gSy-eNmixD9V6j0PITp+w,5
xk8vmy7wACe00LfWosZr8w,5
3-eLOu-z9p5K1sRoo9OyHQ,5
BY22ZgKMD9FiLdIZA8-BVg,1
WEWFcPHZ3vrnIW4VRDkZWw,1
T8R2SDB5fQ502S6-cbdsqA,5
xma4JrGL3yfONuijsK2Ejw,5
tw9nf7+GeJ+aFzdoNU8DtQ,5
G+HLLZL5-07LCOSqxAVGZQ,5
4qagRMpuNIJ7hIiVIBrh6A,5
kYXX77NhVj2Pi7mzOj-JRQ,4
brEpNkrHzRZVISUqsEuKRQ,3
J++3kg39vjq2lLHPeQxgtw,5
DRNTuslRdoo6Z+RosICQBA,5
t-7MXY1UO9-+BYCjQdMMPQ,5
1o4Vdt+unsYSy1tqcUstQQ,5
1XVSVppZcJxvf5vDdbLoUQ,5
glzcGvjj+4iHioY7ARvSeA,1
Sef389a19vbTXvUo61luAw,2
+E02xxuMEZOZV7N91B9mkg,3
4l2dpFkUFoO4Grs1W9BGpA,2
J6ZhgvARQgkdJFeoZnfT8A,1
qDBXf32pJPgiUy3EiezYug,5
+qOftVHrZ5Uiw7xZL1F4wg,3
JJTqKUvI39Y14spQy0eFAg,4
9eeo8bAvmfuI28+LP3ulGQ,1
aQY9O8E2jvMADWpEYWUdBw,4
CAVyLLc4WKJXdbYkl9C0tw,5
Ztt2LBIjGSCG4Lvx1mh9MA,3
Ni3Y3XE9h5BMfjDB1AMBfg,2
+4qoodR4xlyPWuRZhPDtaQ,2
t95KNJmKCCEk503kPaC71Q,4
-Mm5d-hV7FD61NnaF-9xBA,5
D3TMWNbe1KCHzU8HOnMSHg,5
C4CqAJ3h24aBwHkeFykeSg,4
2DINWcRQjxFTjP04AcFEMg,5
rVLH5QkbQi4a-eFClZWuiA,5
Xz6NF4TnvXG3As0-yYMMmg,5
FCHpeGLW59iBrc-ecj+ZEQ,1
URtZF9azWyBwtG6r8uoe-g,5
T8QFTy6nJsuYxHXzPLGJ3A,3
P6D5kok99eZjaUXAIzBkBQ,3
OxtKOiwUtAVAhQjVxaAf5w,3
ry7+s4Qh5J6Dqm31UGITWw,1
yv2kK5cQ1IuuJorXB4zX6Q,5
uKJKvvw8rswF2UnzmCKIkw,4
nAs8KesTKpj75mEULWNd5A,5
rd1r6rCu8nsazh+PMB1arA,2
Bz99Il3aoGciOsoj0cvpvw,2
7bLio-luWyK-h0h-apb3ng,5
zRau7tsOtM1VyLUeueS-pQ,1
8l1Q-vSyMVIVaWZ4mym6xw,2
mDTbFoGyoNVLcTLG+wmzYQ,1
s0+Le2d7IMQ9vdDinZpQjA,4
q+yTWSnc8Ho8qXreCpI+mg,5
Gc29cX8vi8YJfx8ol64VPw,1
nzlrarEC1s42XE7j5uSpgA,1
9tdbNKrGZhgEpU1CZvrAYw,1
M0vyZd5npP4t5I+ttAr+MQ,2
g0pVVlht+Aywx36drcYHXw,4
sWFL43eEQcHv8qMef4V3Tg,4
8AJADqyd2027lTgmf28QHw,1
ZFppoHuivsDW4OjIoaZv+w,1
4v47LNNYl9pwrlgSFsXrpA,2
zOUbldSnLoEW+k-XGqPRIw,3
KWyKvAkEVqGjflnX5Q0vVg,3
MIwFj4uri9q7ARf24a-QkA,5
s14nPnLV8F1eRZ1Fnsgvbg,2
6CefD2Bp-Nj9YZjOOwJcgQ,5
vF28ywDHbjApPuQfin7lJQ,5
tQ2LfCnlby6yakCM6E4oNA,3
EmZf+CM8hSr7C10dLjnzvQ,2
G32qAtOpX3iFPDEbQscReA,3
6deh81Joxe9azA4c302MIQ,5
N5CTKJPlaZsGTeVAMSKNYQ,5
0Fz87pHcyb+NQAAAGvqQHA,5
V6xXJ43xLgc5U86OFRegQQ,4
yQDv+auhTn2SXUdSnE0ZEg,4
w7p+WqfChVDC2zJpPA+HFA,4
PO+Q8wDk4ctuMTOG6ADgWA,1
PJ5fuZ-OyJaETYftvtxGLg,2
bj2DIY6zV4Q-6jMQHNKDpg,2
BXDfDULMKcy6QUDcB3MGeQ,4
5y9OBMztnB2ajTuLIDoioQ,4
1YX-XSUk3SSXX2HQLFJRiQ,3
HjLiX8ICzL9eNpcHqZ6ndQ,4
ILXIbKMv6EAwPOZFKRndPQ,3
nMyE7-TI1SosFs7Hnjrzjg,1
wzfKqSG55E9XpCUyT1xYdg,2
Z7fOk7TIJAnOQf-0FOM7xQ,1
L4C9IbzDE1ihq-vzWP+MjA,4
V7GgdvuCMzgyUsr0z+q3hw,2
baamb3CYAkPNL6n3dzzYWg,1
XUB+UI6USlZ+WybznsjT0A,3
Y107tbxqZ-wVlxZN9DAEdQ,4
gf5WVadTkOCAeOu00YrxGQ,5
rd-Pd7m0D-MqdfeI8KUhcg,3
B9KCrOxnGsUYJPU9CuRJPw,2
LZSUPRoEojRNz4AnGpsBCA,2
gXyS-Hpvh-laDqBO8Zpg+g,3
49tka-uMJs30QjlLYjFsHA,5
GKL2+YRYEfijj4fq8PxX-Q,4
fSOa5tIl31iNiGM74ZsIZA,3
DANKy0zLecRYKoDMSKFZmw,5
4eOu-5BoX6-FoBDXC4THZA,3
ioD2q6eVheObIZmWW9ZP-g,2
QPxx7ncSy5Nq3tZrWj3xGA,2
VQKAywm0qK6DAxznyud8ww,5
b1sg04GNC2WXfTMJFrxTNg,5
bJvdj+0PkPn6trXOdq8Ocg,2
oZxUZhySvqYe6zA+EyQJ6Q,1
J-5tiaV+wHlIq9QS0eK5Pw,2
giyaeGLs57Tb7W9Ci0jVzA,4
rC9F1-FyJwaJ4Pi18QZC9A,1
gm8F7k++eftjEjB5FWxUTA,4
g0TFZJt2fXICW8C7bcwvRQ,4
DdDJJYfnFNe3ZxMOzZJwsA,4
ZrnXjmjYVJ8Mf-sIf02nQQ,5
JKafxyr21hf+mrFwtiO4Kw,2
tQTwA9HPFYS9QlUoBck+Bg,4
gZo2kB+CyNvte5ftemfyKQ,5
OuTgv1+BGnv-NWNOX4bxGA,1
SYuZOIOo1NqaV0VGXHW55g,3
B+Oqpix5YpIYgtE+huxz0g,3
LGPLR1Om8fz0kt0TF+oF4w,2
VUdHm1NOhwBXYWgPBvcKFg,3
g6vCiioRE8N3mKr+Q3YkCQ,1
3FIhxZT9d9ObpAys91FlXQ,4
9p0LHbpaSsSM6eMW66-4rw,4
HSnbB8vmZSmBs831bIDjig,1
rGB69wHj5FKGDPlt0KUJzg,2
uwJJHtWNxJQ9hREd4-khBw,3
oFmD+4E7Ah0xkI+1U6tm9g,1
VMf7rN6D-fLpn8kf-FXpOQ,2
IY4HeQ4RoV0PAyCdTIetLA,5
H2I3B-EpYwcEPxRI+nhO4g,1
hLcRoUV43ssqYHcENKzj3A,1
m5T-AgI50PVJvTVxvCPLgQ,1
onAaCOudT4nlXUNkOlIL0A,4
KLkewujND-V2Yk-3pH5eew,2
HIhJce6N2oCglVDuhiWG6Q,4
c+p1TPxflhrcdkyJI6tl+Q,1
R8G-jzyAM04XSxuJxFVqfg,5
l9zzuMEAvqgU1tMnGExaPA,3
amnis0kr7Pi6qSqAnPsMog,4
FD+2KX0A37lY8onErmSffg,2
2GsoVa1U+lK7QSPCmaazBw,2
8WvnUgsRnUZ4JLDNr8TDyg,2
tZiNK+gxZR2qzoYFDqZeMQ,1
dkKBINM84iT19aIw-vpccw,1
0tppysxwNAnjGiGg1FQ1kA,2
k7cpYHqVg+f9dTXc3-0PkQ,2
ebkJWWgIRi5IZnoKWk-H1Q,5
+h0hDL4hXJNLqGd4wh0L6A,4
wlbLAhqAbwJ4KiYhGUD26w,1
Svl42IzdvBFoU-MPdPtU8Q,2
qXSxCDHWb5tHzXIL+HoDLQ,5
x9mxGrLr8LBlWpuzrJt12w,5
OfaTOzmc-Er7sJ5BZHjcBA,3
dJVECMYrJWr4rcV-Y4JAZA,3
7lkRg-nooyCPrZzn6RTPTA,1
F0pSe6VEAC6xBh-tG2T3Aw,1
DsWQqg2N1jJBQVo+y63YAg,4
8pAUVMEevLYSkIsMGiGnlg,4
Fi+GFXZb8fOd-4k6+ouJxQ,1
YIBSHZB6PU-AfSgnlrs1hQ,1
nCjSShezPrxVOCLAWzBh4A,3
7Z-HQI2BDGYduRNYhv0QMA,1
+ps4j7ToW+aZJecrlBTbkw,1
LE7pk63fNZinFFwgoDZGgw,4
cC1oJEw0WMTs50o7W2UnYA,3
RMvhmRS93fL7oPK6qutzXA,2
Do-10+7pDxEQrqbY6sYp4w,1
2KNd9I9XcGuZQwNVMgUBpQ,1
rdmGYi9v5oIPQvOR1Ilq2g,4
GOTqlUZWZcHbrFvEcudC3w,2
K2Pr0wL3zw8i5TlVS9F+cw,5
4ctPnUPBcul40uuFCply8g,5
fB6AyG3jqG3fXr58KfwWlA,5
NHmHO8HcJeuCZc32jblpnA,2
Wjnot5qHMrkyohoav3BOog,2
FMb0qyFkYV9PY93Al8CYuQ,1
MiSVSozeysiKYs-Y931PLw,3
1b8C89rJLeNc0XMoZatmYQ,1
XYOVgOcVqVbI+eygCZOowA,1
4rrN1evoVQnfAzZF9jJJdQ,2
Vw7sTaInBBDclyGhbHzL1g,5
M7gP7VPhovkY3nYzSyVkFA,4
tz6y5eV+RuvB5wiRVlxrLQ,2
yJLzqcsXP+MwDIe8httjEA,3
XNEESnX8pPKZHGyejv+8RA,2
W3vvPwrmjDUoVjPO9qCiwg,1
A6p-DTi9gOBihK5ju4k69A,2
IH1Gu2okhsWeM2VyTZKsXw,5
cONS5pe-sIHeH+yY9GigZg,4
K8PuIZCpiRpDmDFs3k4N9w,2
WWrQixj5NPmZ6GffD0AeHA,3
